书名,地址,作者,出版社,出版日期,价格,评分,评价
我不知道该说什么，关于死亡还是爱情,S.A.阿列克谢耶维奇 ,铁葫芦图书 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
社会心理学,[美] 戴维·迈尔斯 , 人民邮电出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
罗生门,[日]芥川龙之介 , 上海译文出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
故事,[美] 罗伯特·麦基 , 天津人民出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
荆棘鸟,[澳] 考琳·麦卡洛 , 译林出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
倚天屠龙记(共四册),金庸 , 三联书店 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
棋王,阿城 , 作家出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
全球通史,(美) 斯塔夫里阿诺斯 , 北京大学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
上学记,何兆武 口述 , 生活·读书·新知三联书店 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
此生未完成,于娟 , 湖南科技出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
顾城的诗,顾城 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
牧羊少年奇幻之旅,[巴西] 保罗·柯艾略 , 南海出版公司 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
一句顶一万句,刘震云 , 长江文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
雨季不再来,三毛 , 北京十月文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
失明症漫记,(葡)若泽·萨拉马戈 , 南海出版公司 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
罪与罚,[俄] 陀思妥耶夫斯基 , 上海译文出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
正见,宗萨蒋扬钦哲仁波切 , 中国友谊出版公司 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
草房子,曹文轩 , 江苏少年儿童出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
雷雨,曹禺 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
水浒传（全二册）,[明] 施耐庵 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
人间草木,汪曾祺 , 江苏文艺出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
理想国,[古希腊] 柏拉图 , 商务印书馆 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
一千零一夜,纳训 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
认识电影,[美] 路易斯·贾内梯 , 世界图书出版公司 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
黑客与画家,[美] Paul Graham , 人民邮电出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
从一到无穷大,[美] G. 伽莫夫 , 科学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
青铜时代,王小波 , 花城出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
我的天才女友,[意] 埃莱娜·费兰特 , 人民文学出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
圣经,中国基督教协会 ,中国基督教协会 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
孙子兵法,孙武 , 上海古籍出版社 ,isbn000,2000/1/1,key,class,0,0,1,0,nil,2000/1/1,2000/1/1
